seqid,start,end,strand,length,product
NC_014532.2,3248436,3249704,-,1269,malic enzyme-like NAD(P)-binding protein
NC_014532.2,3250003,3250215,-,213,50S ribosomal protein L31
NC_014532.2,3250361,3252598,+,2238,primosomal protein N'
NC_014532.2,3252895,3254580,+,1686,arginine--tRNA ligase
NC_014532.2,3254584,3255324,+,741,SPOR domain-containing protein
NC_014532.2,3255617,3256135,+,519,ATP-dependent protease subunit HslV
NC_014532.2,3256138,3257460,+,1323,ATP-dependent protease ATPase subunit HslU
NC_014532.2,3257662,3258048,+,387,gamma-butyrobetaine hydroxylase-like domain-containing protein
NC_014532.2,3258182,3258934,+,753,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE"
NC_014532.2,3258942,3259577,+,636,SCP2 domain-containing protein
NC_014532.2,3259574,3261196,+,1623,ubiquinone biosynthesis regulatory protein kinase UbiB
NC_014532.2,3261222,3261551,+,330,phosphoribosyl-ATP diphosphatase
NC_014532.2,3261639,3261899,+,261,Sec-independent protein translocase subunit TatA
NC_014532.2,3261906,3262316,+,411,Sec-independent protein translocase protein TatB
NC_014532.2,3262313,3263071,+,759,twin-arginine translocase subunit TatC
NC_014532.2,3263204,3263866,-,663,isoprenoid biosynthesis glyoxalase ElbB
NC_014532.2,3264086,3265099,+,1014,porphobilinogen synthase
NC_014532.2,3265147,3267339,+,2193,polyphosphate kinase 1
NC_014532.2,3267510,3268595,-,1086,3-deoxy-7-phosphoheptulonate synthase
NC_014532.2,3268601,3268768,-,168,hypothetical protein
NC_014532.2,3269113,3269826,-,714,dihydromonapterin reductase
NC_014532.2,3269823,3270602,-,780,NAD(P)H-flavin reductase
NC_014532.2,3270599,3272092,-,1494,4-hydroxy-3-polyprenylbenzoate decarboxylase
NC_014532.2,3272244,3273503,-,1260,transcription termination factor Rho
NC_014532.2,3273942,3275480,+,1539,exopolyphosphatase
NC_014532.2,3275483,3276763,-,1281,tRNA lysidine(34) synthetase TilS
NC_014532.2,3277026,3277979,-,954,acetyl-CoA carboxylase carboxyl transferase subunit alpha
NC_014532.2,3278114,3281623,-,3510,DNA polymerase III subunit alpha
NC_014532.2,3281645,3282256,-,612,ribonuclease HII
NC_014532.2,3282253,3283455,-,1203,lipid-A-disaccharide synthase
NC_014532.2,3283469,3284236,-,768,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
NC_014532.2,3284233,3284676,-,444,3-hydroxyacyl-ACP dehydratase FabZ
NC_014532.2,3284782,3285819,-,1038,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NC_014532.2,3285850,3286347,-,498,OmpH family outer membrane protein
NC_014532.2,3286378,3288720,-,2343,outer membrane protein assembly factor BamA
NC_014532.2,3288809,3290167,-,1359,sigma E protease regulator RseP
NC_014532.2,3290256,3291446,-,1191,1-deoxy-D-xylulose-5-phosphate reductoisomerase
NC_014532.2,3291449,3292249,-,801,phosphatidate cytidylyltransferase
NC_014532.2,3292242,3293009,-,768,polyprenyl diphosphate synthase
NC_014532.2,3293086,3293643,-,558,ribosome recycling factor
NC_014532.2,3293648,3294415,-,768,UMP kinase
NC_014532.2,3294527,3295402,-,876,translation elongation factor Ts
NC_014532.2,3295570,3296316,-,747,30S ribosomal protein S2
NC_014532.2,3296613,3297404,+,792,type I methionyl aminopeptidase
NC_014532.2,3297416,3300097,+,2682,[protein-PII] uridylyltransferase
NC_014532.2,3300214,3301431,+,1218,succinyldiaminopimelate transaminase
NC_014532.2,3301428,3301766,+,339,Spx/MgsR family RNA polymerase-binding regulatory protein
NC_014532.2,3301804,3302829,+,1026,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
NC_014532.2,3302879,3304054,+,1176,succinyl-diaminopimelate desuccinylase
NC_014532.2,3304068,3304454,+,387,hypothetical protein
NC_014532.2,3304679,3305143,-,465,cold-shock protein
NC_014532.2,3305428,3305673,+,246,SlyX family protein
NC_014532.2,3305809,3306759,-,951,thioredoxin-disulfide reductase
NC_014532.2,3307047,3307256,-,210,CPXCG motif-containing cysteine-rich protein
NC_014532.2,3307416,3310160,+,2745,aconitate hydratase AcnA
NC_014532.2,3310457,3312136,-,1680,NAD-dependent malic enzyme
NC_014532.2,3312254,3313279,-,1026,tryptophan--tRNA ligase
NC_014532.2,3313571,3314686,-,1116,alanine dehydrogenase
NC_014532.2,3314862,3315296,-,435,thioesterase family protein
NC_014532.2,3315350,3315667,-,318,DUF2007 domain-containing protein
NC_014532.2,3315744,3316940,-,1197,class I SAM-dependent rRNA methyltransferase
NC_014532.2,3316993,3317817,-,825,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
NC_014532.2,3317986,3318141,-,156,50S ribosomal protein L33
NC_014532.2,3318178,3318414,-,237,50S ribosomal protein L28
NC_014532.2,3318564,3319238,-,675,DNA repair protein RadC
NC_014532.2,3319410,3320633,+,1224,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
NC_014532.2,3320658,3321125,+,468,dUTP diphosphatase
NC_014532.2,3321188,3322585,+,1398,phosphomannomutase/phosphoglucomutase
NC_014532.2,3322614,3323531,+,918,acetylglutamate kinase
NC_014532.2,3323565,3324176,+,612,nucleoid occlusion factor SlmA
NC_014532.2,3324283,3325149,-,867,RNA polymerase sigma factor RpoH
NC_014532.2,3325278,3326255,-,978,permease-like cell division protein FtsX
NC_014532.2,3326252,3326920,-,669,cell division ATP-binding protein FtsE
NC_014532.2,3326917,3328284,-,1368,signal recognition particle-docking protein FtsY
NC_014532.2,3328376,3329029,+,654,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
NC_014532.2,3329116,3329346,+,231,cell division protein ZapB
NC_014532.2,3329355,3329819,-,465,ribosomal protein S18-alanine N-acetyltransferase
NC_014532.2,3329812,3330645,-,834,hypothetical protein
NC_014532.2,3330642,3330953,-,312,BolA family transcriptional regulator
NC_014532.2,3330982,3332394,-,1413,MFS transporter
NC_014532.2,3332892,3333278,-,387,hypothetical protein
NC_014532.2,3333435,3334988,-,1554,lysine--tRNA ligase
NC_014532.2,3336112,3336186,-,75,peptide chain release factor 2
NC_014532.2,3335088,3336110,-,1023,peptide chain release factor 2
NC_014532.2,3336451,3338034,+,1584,peptide ABC transporter substrate-binding protein
NC_014532.2,3338257,3339840,+,1584,peptide ABC transporter substrate-binding protein
NC_014532.2,3339895,3340821,+,927,oligopeptide ABC transporter permease OppB
NC_014532.2,3340842,3341768,+,927,ABC transporter permease
NC_014532.2,3341778,3343376,+,1599,ABC transporter ATP-binding protein
NC_014532.2,3343636,3344760,+,1125,porin
NC_014532.2,3344905,3346242,-,1338,OmpP1/FadL family transporter
NC_014532.2,3346528,3346983,+,456,MerR family transcriptional regulator
NC_014532.2,3346980,3349502,+,2523,heavy metal translocating P-type ATPase
NC_014532.2,3349623,3350042,+,420,VOC family protein
NC_014532.2,3350148,3351959,-,1812,DHH family phosphoesterase
NC_014532.2,3352183,3353571,-,1389,threonine synthase
NC_014532.2,3353738,3355054,-,1317,homoserine dehydrogenase
NC_014532.2,3355136,3355873,-,738,DsbC family protein
NC_014532.2,3355877,3356779,-,903,site-specific tyrosine recombinase XerD
NC_014532.2,3356908,3357264,-,357,50S ribosomal protein L19
NC_014532.2,3357478,3358254,-,777,tRNA (guanosine(37)-N1)-methyltransferase TrmD
NC_014532.2,3358272,3358844,-,573,ribosome maturation factor RimM
NC_014532.2,3358863,3359111,-,249,30S ribosomal protein S16
NC_014532.2,3359318,3360733,-,1416,signal recognition particle protein
NC_014532.2,3360932,3361732,+,801,inner membrane protein YpjD
NC_014532.2,3361801,3363084,+,1284,HlyC/CorC family transporter
NC_014532.2,3363081,3363779,-,699,1-acyl-sn-glycerol-3-phosphate acyltransferase
NC_014532.2,3363788,3364405,-,618,TetR/AcrR family transcriptional regulator
NC_014532.2,3364593,3365282,+,690,SOS response-associated peptidase
NC_014532.2,3365279,3368110,+,2832,insulinase family protein
NC_014532.2,3368357,3369847,-,1491,exodeoxyribonuclease I
NC_014532.2,3369925,3370176,-,252,cell division topological specificity factor MinE
NC_014532.2,3370173,3370991,-,819,septum site-determining protein MinD
NC_014532.2,3371063,3371809,-,747,septum site-determining protein MinC
NC_014532.2,3372052,3374829,+,2778,DUF349 domain-containing protein
NC_014532.2,3374868,3375614,-,747,acetoacetyl-CoA reductase
NC_014532.2,3376313,3377251,+,939,tetratricopeptide repeat protein
NC_014532.2,3377314,3377757,-,444,META domain-containing protein
NC_014532.2,3377881,3378285,+,405,DoxX family protein
NC_014532.2,3378372,3378812,-,441,VOC family protein
NC_014532.2,3378894,3379433,+,540,DNA-3-methyladenine glycosylase I
NC_014532.2,3379441,3380568,+,1128,metal-dependent hydrolase
NC_014532.2,3380580,3381182,-,603,FMN-dependent NADH-azoreductase
NC_014532.2,3381416,3382159,-,744,COG3650 family protein
NC_014532.2,3382279,3384585,-,2307,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
NC_014532.2,3384690,3385604,+,915,LysR family transcriptional regulator
NC_014532.2,3385617,3387263,-,1647,ATP-binding protein
NC_014532.2,3387263,3387982,-,720,winged helix-turn-helix domain-containing protein
NC_014532.2,3388426,3391332,+,2907,ribonucleoside-diphosphate reductase subunit alpha
NC_014532.2,3391457,3392704,+,1248,ribonucleotide-diphosphate reductase subunit beta
NC_014532.2,3392933,3393247,+,315,hypothetical protein
NC_014532.2,3393455,3395512,+,2058,TonB-dependent receptor
NC_014532.2,3395637,3396698,+,1062,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada
NC_014532.2,3396695,3397444,+,750,2OG-Fe(II) oxygenase
NC_014532.2,3397460,3398377,-,918,LysR family transcriptional regulator
NC_014532.2,3398383,3399564,-,1182,low temperature requirement protein A
NC_014532.2,3399622,3399879,-,258,hypothetical protein
NC_014532.2,3400029,3400802,-,774,SDR family oxidoreductase
NC_014532.2,3401363,3402478,+,1116,efflux RND transporter periplasmic adaptor subunit
NC_014532.2,3402501,3405599,+,3099,efflux RND transporter permease subunit
NC_014532.2,3405603,3406232,+,630,CerR family C-terminal domain-containing protein
NC_014532.2,3406247,3406684,+,438,NUDIX domain-containing protein
NC_014532.2,3406702,3406908,+,207,DUF3565 domain-containing protein
NC_014532.2,3406937,3408766,+,1830,monovalent cation:proton antiporter-2 (CPA2) family protein
NC_014532.2,3408838,3411102,-,2265,ATP-dependent DNA helicase
NC_014532.2,3411099,3412778,-,1680,VRR-NUC domain-containing protein
NC_014532.2,3412812,3413342,-,531,TIGR02281 family clan AA aspartic protease
NC_014532.2,3413458,3414069,+,612,flavin reductase family protein
NC_014532.2,3414085,3415440,-,1356,MFS transporter
NC_014532.2,3415535,3417562,-,2028,CocE/NonD family hydrolase
NC_014532.2,3417577,3418884,-,1308,acetyl-CoA carboxylase biotin carboxylase subunit family protein
NC_014532.2,3419148,3419435,+,288,hypothetical protein
NC_014532.2,3419444,3420613,-,1170,toxic anion resistance protein
NC_014532.2,3420646,3421710,-,1065,hypothetical protein
NC_014532.2,3421731,3422555,+,825,LuxR C-terminal-related transcriptional regulator
NC_014532.2,3422580,3423359,-,780,DUF2182 domain-containing protein
NC_014532.2,3423371,3424003,-,633,DUF1326 domain-containing protein
NC_014532.2,3424359,3426254,-,1896,amidohydrolase
NC_014532.2,3426304,3427860,-,1557,aldehyde dehydrogenase
NC_014532.2,3427885,3429123,-,1239,Zn-dependent hydrolase
NC_014532.2,3429513,3430916,+,1404,aminotransferase
NC_014532.2,3431109,3432452,+,1344,Na+/H+ antiporter NhaC family protein
NC_014532.2,3432461,3433573,+,1113,agmatine deiminase
NC_014532.2,3434037,3435050,+,1014,LLM class flavin-dependent oxidoreductase
NC_014532.2,3435120,3435485,+,366,hypothetical protein
NC_014532.2,3435518,3436279,-,762,ion transporter
NC_014532.2,3436433,3437386,-,954,LysR substrate-binding domain-containing protein
NC_014532.2,3437494,3438609,+,1116,cellulase-like family protein
NC_014532.2,3438698,3439483,-,786,M48 family metallopeptidase
NC_014532.2,3439670,3440857,-,1188,4-hydroxybenzoate 3-monooxygenase
NC_014532.2,3441009,3441923,+,915,helix-turn-helix domain-containing protein
NC_014532.2,3442114,3443022,+,909,MBL fold metallo-hydrolase
NC_014532.2,3443140,3444591,-,1452,aldehyde dehydrogenase
NC_014532.2,3444641,3445660,-,1020,TRAP transporter substrate-binding protein
NC_014532.2,3445729,3447318,-,1590,benzoylformate decarboxylase
NC_014532.2,3447418,3448317,+,900,LysR family transcriptional regulator
NC_014532.2,3448388,3449677,-,1290,TRAP transporter large permease
NC_014532.2,3449667,3450194,-,528,TRAP transporter small permease
NC_014532.2,3450201,3451229,-,1029,TRAP transporter substrate-binding protein
NC_014532.2,3451420,3452112,-,693,GntR family transcriptional regulator
NC_014532.2,3452337,3453404,+,1068,aromatic ring-hydroxylating dioxygenase subunit alpha
NC_014532.2,3453401,3454381,+,981,PDR/VanB family oxidoreductase
NC_014532.2,3454445,3455455,+,1011,TRAP transporter substrate-binding protein
NC_014532.2,3455804,3456574,+,771,crotonase/enoyl-CoA hydratase family protein
NC_014532.2,3456790,3457575,+,786,3-hydroxyacyl-CoA dehydrogenase
NC_014532.2,3457679,3459466,+,1788,acyl-CoA dehydrogenase
NC_014532.2,3459638,3460705,-,1068,hypothetical protein
NC_014532.2,3460861,3462051,-,1191,thiolase family protein
NC_014532.2,3462096,3463655,-,1560,acyl CoA:acetate/3-ketoacid CoA transferase
NC_014532.2,3463754,3465052,-,1299,TRAP transporter large permease
NC_014532.2,3465056,3465574,-,519,TRAP transporter small permease
NC_014532.2,3465638,3466771,-,1134,TRAP transporter substrate-binding protein DctP
NC_014532.2,3466956,3467375,-,420,thioesterase family protein
NC_014532.2,3467398,3469236,-,1839,feruloyl-CoA synthase
NC_014532.2,3469396,3469854,+,459,MarR family winged helix-turn-helix transcriptional regulator
NC_014532.2,3470047,3470679,-,633,"protocatechuate 3,4-dioxygenase subunit alpha"
NC_014532.2,3470694,3471434,-,741,"protocatechuate 3,4-dioxygenase subunit beta"
NC_014532.2,3471551,3472483,-,933,pca operon transcription factor PcaQ
NC_014532.2,3472548,3473747,-,1200,alpha/beta fold hydrolase
NC_014532.2,3473774,3475090,-,1317,short-chain fatty acid transporter
NC_014532.2,3475113,3476321,-,1209,3-oxoadipyl-CoA thiolase
NC_014532.2,3476365,3477153,-,789,CoA-transferase subunit beta
NC_014532.2,3477153,3477971,-,819,CoA transferase subunit A
NC_014532.2,3478187,3479539,-,1353,adenylosuccinate lyase family protein
NC_014532.2,3479695,3480474,+,780,IclR family transcriptional regulator C-terminal domain-containing protein
NC_014532.2,3480562,3481521,+,960,AEC family transporter
NC_014532.2,3482123,3484141,-,2019,transketolase
NC_014532.2,3484155,3485102,-,948,transaldolase
NC_014532.2,3485312,3486376,-,1065,ABC transporter permease
NC_014532.2,3486373,3487977,-,1605,sugar ABC transporter ATP-binding protein
NC_014532.2,3488030,3488680,-,651,DUF2291 family protein
NC_014532.2,3488746,3489729,-,984,D-ribose ABC transporter substrate-binding protein
NC_014532.2,3489804,3490601,-,798,GolD/DthD family dehydrogenase
NC_014532.2,3490648,3491445,-,798,SDR family NAD(P)-dependent oxidoreductase
NC_014532.2,3491519,3492478,-,960,sugar-binding transcriptional regulator
NC_014532.2,3492492,3493979,-,1488,FGGY family carbohydrate kinase
NC_014532.2,3493990,3494934,-,945,transketolase family protein
NC_014532.2,3494937,3495767,-,831,transketolase
NC_014532.2,3496624,3497058,-,435,type II 3-dehydroquinate dehydratase
NC_014532.2,3497089,3500073,-,2985,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase
NC_014532.2,3500159,3500530,-,372,diacylglycerol kinase
NC_014532.2,3500542,3501993,-,1452,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
NC_014532.2,3502079,3502408,-,330,multidrug efflux SMR transporter
NC_014532.2,3502405,3502824,-,420,PACE efflux transporter
NC_014532.2,3502939,3503841,+,903,LysR family transcriptional regulator
NC_014532.2,3503845,3504534,-,690,tRNA (guanosine(46)-N(7))-methyltransferase TrmB
NC_014532.2,3504722,3506614,+,1893,beta-ketoacyl synthase
NC_014532.2,3506611,3507090,+,480,pantetheine-phosphate adenylyltransferase
NC_014532.2,3507273,3507521,+,249,YfhL family 4Fe-4S dicluster ferredoxin
NC_014532.2,3507642,3508961,+,1320,MATE family efflux transporter
NC_014532.2,3509282,3510592,+,1311,short-chain fatty acid transporter
NC_014532.2,3510685,3511194,+,510,acyl-CoA thioesterase
NC_014532.2,3511235,3511366,-,132,entericidin A/B family lipoprotein
NC_014532.2,3511603,3512034,+,432,HIT domain-containing protein
NC_014532.2,3512031,3512396,-,366,hypothetical protein
NC_014532.2,3512393,3512938,-,546,hypothetical protein
NC_014532.2,3513110,3513583,+,474,Dps family protein
NC_014532.2,3513775,3515202,-,1428,DNA recombination protein RmuC
NC_014532.2,3515213,3516679,-,1467,aminoacyl-histidine dipeptidase
NC_014532.2,3516712,3518886,-,2175,tRNA(Met) cytidine acetyltransferase TmcA
NC_014532.2,3519204,3520307,+,1104,TRAP transporter substrate-binding protein DctP
NC_014532.2,3520389,3520892,+,504,TRAP transporter small permease subunit
NC_014532.2,3520889,3522217,+,1329,TRAP transporter large permease subunit
NC_014532.2,3522260,3523996,+,1737,iron ABC transporter permease
NC_014532.2,3523943,3525067,-,1125,ABC transporter ATP-binding protein
NC_014532.2,3525289,3526317,+,1029,Fe(3+) ABC transporter substrate-binding protein
NC_014532.2,3526405,3529173,-,2769,DNA polymerase I
NC_014532.2,3529599,3529892,+,294,DUF2782 domain-containing protein
NC_014532.2,3529976,3530935,+,960,homoserine kinase
NC_014532.2,3530944,3532854,+,1911,biosynthetic arginine decarboxylase
NC_014532.2,3533228,3535570,+,2343,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase
NC_014532.2,3535691,3536356,-,666,fumarylacetoacetate hydrolase family protein
NC_014532.2,3536422,3537420,-,999,ectoine hydroxylase
NC_014532.2,3537621,3538349,-,729,metal-binding protein ZinT
NC_014532.2,3538484,3539485,-,1002,zinc ABC transporter substrate-binding protein
NC_014532.2,3539623,3540351,+,729,metal ABC transporter ATP-binding protein
NC_014532.2,3540348,3541163,+,816,metal ABC transporter permease
NC_014532.2,3541327,3542100,-,774,imidazole glycerol phosphate synthase subunit HisF
NC_014532.2,3542104,3542856,-,753,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
NC_014532.2,3542892,3543533,-,642,imidazole glycerol phosphate synthase subunit HisH
NC_014532.2,3543616,3544209,-,594,imidazoleglycerol-phosphate dehydratase HisB
NC_014532.2,3544387,3544842,+,456,acetyl-CoA sensor PanZ family protein
NC_014532.2,3544839,3547163,+,2325,AsmA family protein
NC_014532.2,3547231,3548352,+,1122,A/G-specific adenine glycosylase
NC_014532.2,3548349,3548621,+,273,oxidative damage protection protein
NC_014532.2,3549101,3549964,+,864,ParA family protein
NC_014532.2,3549954,3551357,+,1404,replicative DNA helicase
NC_014532.2,3551354,3551791,+,438,hypothetical protein
NC_014532.2,3551788,3552186,+,399,hypothetical protein
NC_014532.2,3552183,3552527,+,345,hypothetical protein
NC_014532.2,3552524,3553291,+,768,hypothetical protein
NC_014532.2,3553291,3553500,+,210,hypothetical protein
NC_014532.2,3553493,3553723,+,231,hypothetical protein
NC_014532.2,3553713,3554414,+,702,conjugal transfer nickase/helicase domain-containing protein
NC_014532.2,3554411,3555115,+,705,DUF2786 domain-containing protein
NC_014532.2,3555108,3555530,+,423,hypothetical protein
NC_014532.2,3555571,3557484,+,1914,ParB family protein
NC_014532.2,3557481,3558128,+,648,DUF2857 domain-containing protein
NC_014532.2,3558116,3559438,+,1323,STY4528 family pathogenicity island replication protein
NC_014532.2,3559487,3559987,+,501,hypothetical protein
NC_014532.2,3560108,3560932,+,825,PFL_4669 family integrating conjugative element protein
NC_014532.2,3562205,3562759,+,555,DUF3158 family protein
NC_014532.2,3562752,3563171,+,420,hypothetical protein
NC_014532.2,3563264,3563722,+,459,hypothetical protein
NC_014532.2,3564271,3564798,+,528,single-stranded DNA-binding protein
NC_014532.2,3564967,3565578,+,612,PH domain-containing protein
NC_014532.2,3565704,3566288,+,585,hypothetical protein
NC_014532.2,3566341,3566556,+,216,TraR/DksA C4-type zinc finger protein
NC_014532.2,3566657,3567337,-,681,hypothetical protein
NC_014532.2,3567866,3569887,+,2022,DNA topoisomerase III
NC_014532.2,3570162,3570653,+,492,hypothetical protein
NC_014532.2,3571520,3572170,+,651,type IV pili sensor histidine kinase/response regulator
NC_014532.2,3572163,3572963,+,801,hypothetical protein
NC_014532.2,3572974,3573495,+,522,hypothetical protein
NC_014532.2,3573495,3574253,+,759,TIGR03759 family integrating conjugative element protein
NC_014532.2,3574258,3575013,+,756,transglycosylase SLT domain-containing protein
NC_014532.2,3575010,3575558,+,549,integrating conjugative element protein
NC_014532.2,3575569,3576072,+,504,hypothetical protein
NC_014532.2,3576137,3577744,+,1608,PcfJ domain-containing protein
NC_014532.2,3577741,3579945,+,2205,type IV conjugative transfer system coupling protein TraD
NC_014532.2,3579957,3580655,+,699,TIGR03747 family integrating conjugative element membrane protein
NC_014532.2,3580822,3581157,+,336,RAQPRD family integrative conjugative element protein
NC_014532.2,3581157,3581375,+,219,TIGR03758 family integrating conjugative element protein
NC_014532.2,3581436,3581804,+,369,TIGR03745 family integrating conjugative element membrane protein
NC_014532.2,3581821,3582198,+,378,TIGR03750 family conjugal transfer protein
NC_014532.2,3582195,3582854,+,660,PFL_4703 family integrating conjugative element protein
NC_014532.2,3582851,3583672,+,822,TIGR03749 family integrating conjugative element protein
NC_014532.2,3583687,3585159,+,1473,TIGR03752 family integrating conjugative element protein
NC_014532.2,3585146,3585610,+,465,TIGR03751 family conjugal transfer lipoprotein
NC_014532.2,3585607,3585795,+,189,hypothetical protein
NC_014532.2,3585803,3588736,+,2934,conjugative transfer ATPase
NC_014532.2,3588720,3589619,+,900,hypothetical protein
NC_014532.2,3589640,3590767,+,1128,hypothetical protein
NC_014532.2,3590769,3591362,+,594,DUF2726 domain-containing protein
NC_014532.2,3591737,3592420,-,684,DUF6710 family protein
NC_014532.2,3592587,3593333,+,747,DsbC family protein
NC_014532.2,3593356,3593880,+,525,hypothetical protein
NC_014532.2,3593877,3594227,+,351,hypothetical protein
NC_014532.2,3594322,3594750,+,429,TIGR03757 family integrating conjugative element protein
NC_014532.2,3595123,3595545,-,423,hypothetical protein
NC_014532.2,3595651,3596631,+,981,TIGR03756 family integrating conjugative element protein
NC_014532.2,3596628,3598046,+,1419,hypothetical protein
NC_014532.2,3598046,3598408,+,363,hypothetical protein
NC_014532.2,3598408,3599949,+,1542,conjugal transfer protein TraG N-terminal domain-containing protein
NC_014532.2,3600091,3600414,-,324,hypothetical protein
NC_014532.2,3600652,3601032,+,381,hypothetical protein
NC_014532.2,3601304,3601597,+,294,DUF4282 domain-containing protein
NC_014532.2,3601733,3602650,-,918,Rpn family recombination-promoting nuclease/putative transposase
NC_014532.2,3602654,3602929,-,276,HU family DNA-binding protein
NC_014532.2,3603373,3603819,-,447,hypothetical protein
NC_014532.2,3603980,3605773,-,1794,DUF2235 domain-containing protein
NC_014532.2,3605766,3606269,-,504,DUF3304 domain-containing protein
NC_014532.2,3606242,3607081,-,840,DUF4123 domain-containing protein
NC_014532.2,3607078,3609156,-,2079,type VI secretion system Vgr family protein
NC_014532.2,3609397,3609915,-,519,Hcp family type VI secretion system effector
NC_014532.2,3610304,3610825,+,522,hypothetical protein
NC_014532.2,3611009,3611530,+,522,tyrosine-type recombinase/integrase
NC_014532.2,3611754,3611981,+,228,hypothetical protein
NC_014532.2,3612099,3612659,+,561,STY4534 family ICE replication protein
NC_014532.2,3612740,3612952,+,213,hypothetical protein
NC_014532.2,3613446,3614219,-,774,hypothetical protein
NC_014532.2,3614236,3615024,-,789,DUF4336 domain-containing protein
NC_014532.2,3615063,3615680,-,618,hypothetical protein
NC_014532.2,3615830,3616348,-,519,ATP-binding protein
NC_014532.2,3616455,3617099,-,645,class I SAM-dependent methyltransferase
NC_014532.2,3617191,3617805,-,615,TetR/AcrR family transcriptional regulator
NC_014532.2,3617810,3619243,-,1434,amidase family protein
NC_014532.2,3619374,3619964,-,591,helix-turn-helix domain-containing protein
NC_014532.2,3620052,3620831,+,780,aldolase
NC_014532.2,3620883,3621767,+,885,dihydrodipicolinate synthase family protein
NC_014532.2,3622152,3622667,+,516,hypothetical protein
NC_014532.2,3622758,3623000,+,243,hypothetical protein
NC_014532.2,3622997,3623125,+,129,hypothetical protein
NC_014532.2,3623605,3624039,+,435,hypothetical protein
NC_014532.2,3624204,3624677,+,474,hypothetical protein
NC_014532.2,3624680,3624886,+,207,hypothetical protein
NC_014532.2,3625208,3625567,+,360,hypothetical protein
NC_014532.2,3625691,3626632,+,942,ArdC family protein
NC_014532.2,3626691,3627677,-,987,DUF6710 family protein
NC_014532.2,3627953,3628378,+,426,SOS response-associated peptidase
NC_014532.2,3628311,3628616,+,306,SOS response-associated peptidase family protein
NC_014532.2,3628910,3630187,-,1278,Y-family DNA polymerase
NC_014532.2,3630184,3630627,-,444,LexA family transcriptional regulator
NC_014532.2,3630799,3632673,+,1875,MobH family relaxase
NC_014532.2,3632666,3633628,+,963,site-specific integrase
NC_014532.2,3634390,3636098,+,1709,L-lactate permease
NC_014532.2,3636380,3638530,-,2151,FAD-dependent oxidoreductase
NC_014532.2,3638892,3639713,-,822,alpha/beta fold hydrolase
NC_014532.2,3640363,3642882,+,2520,cytochrome P450
NC_014532.2,3643116,3643652,+,537,hypothetical protein
NC_014532.2,3643657,3644247,-,591,YjaG family protein
NC_014532.2,3644274,3644567,-,294,MGMT family protein
NC_014532.2,3644618,3645304,+,687,type 1 glutamine amidotransferase
NC_014532.2,3645272,3646417,-,1146,tRNA 2-selenouridine(34) synthase MnmH
NC_014532.2,3646414,3647451,-,1038,"selenide, water dikinase SelD"
NC_014532.2,3647638,3649020,-,1383,DNA repair protein RadA
NC_014532.2,3649112,3649564,-,453,copper resistance protein NlpE N-terminal domain-containing protein
NC_014532.2,3649675,3650571,-,897,AEC family transporter
NC_014532.2,3650839,3651894,+,1056,histidinol-phosphate transaminase
NC_014532.2,3651955,3652368,+,414,VOC family protein
NC_014532.2,3658582,3659781,-,1200,tyrosine--tRNA ligase
NC_014532.2,3659893,3661023,+,1131,anhydro-N-acetylmuramic acid kinase
NC_014532.2,3661032,3662066,-,1035,type IV pilus twitching motility protein PilT
NC_014532.2,3662123,3662827,+,705,YggS family pyridoxal phosphate-dependent enzyme
NC_014532.2,3662888,3663712,+,825,pyrroline-5-carboxylate reductase
NC_014532.2,3663739,3664332,+,594,YggT family protein
NC_014532.2,3664375,3665532,+,1158,homoserine O-acetyltransferase
NC_014532.2,3665532,3666158,+,627,methionine biosynthesis protein MetW
NC_014532.2,3666165,3666896,-,732,DNA/RNA nuclease SfsA
NC_014532.2,3666896,3668068,-,1173,pyridoxal phosphate-dependent aminotransferase
NC_014532.2,3668320,3668757,+,438,RNA polymerase-binding protein DksA
NC_014532.2,3668891,3669787,+,897,tRNA glutamyl-Q(34) synthetase GluQRS
NC_014532.2,3669796,3669975,+,180,hypothetical protein
NC_014532.2,3669991,3672966,+,2976,ATP-binding protein
NC_014532.2,3672944,3674335,+,1392,sigma-54 dependent transcriptional regulator
NC_014532.2,3674522,3674854,+,333,hypothetical protein
NC_014532.2,3675292,3676695,+,1404,polynucleotide adenylyltransferase PcnB
